,Korčok,Pellegrini
okres_code,1,2
101,0.0192208556718817,-0.00960965048289699
102,-0.00947725447263942,-0.00155414659167773
103,-0.000226901094963638,-0.000981089558502712
104,-0.00500673931333004,0.00625766844553581
105,-0.0304619176221556,0.0192687196608454
106,0.131985059726554,-0.0781373993051947
107,0.0759203449906844,-0.0295963769388341
108,0.124268677099686,-0.0313836326244865
201,0.154395934178012,-0.0252439945512748
202,0.0528925444854515,0.0035333100986904
203,0.135079245885509,-0.0988748824407401
204,0.0800190887418273,-0.0493444131598166
205,0.0475132276131395,-0.0420957572803779
206,0.0394205188971944,-0.00541447636951854
207,0.0900596136409186,-0.0533151638391251
301,0.0366672734690211,-0.0337453361815951
302,0.0407267967224515,-0.0182533262683773
303,0.0464676395131897,-0.0124063491777227
304,0.0287879623325948,-0.0163634895443478
305,0.0442477777408174,-0.0337134980413047
306,0.0881001244871635,-0.0492793679675619
307,0.0114719270174583,-0.0152390747753733
308,0.0946410818801565,-0.0446274440224707
309,0.0179843964517132,-0.00519568355583558
401,0.14323323107226,0.0270686820020316
402,0.100054552066532,0.0170154359233507
403,0.0638423322854014,-0.0336879964124726
404,0.0977078809812642,0.0676129176219938
405,0.151372283923113,-0.143461415831468
406,0.0348015015168176,-0.0255110288497487
407,0.0350923503528489,-0.0160920653654635
501,0.00101889161880226,-0.0126924651168935
502,0.0426246335300064,-0.0607555077897294
503,0.02999912532051,0.00290822979011257
504,-0.00553844868018941,0.0114009892682412
505,0.0571259889076232,-0.0112093911690863
506,0.0272220951167968,-0.0100662713206734
507,-0.0577838133465648,0.0212260308207632
508,0.0290235898673943,-0.0358863296777834
509,0.0605994254100312,-0.030031740279581
510,0.0704826048753479,-0.00317385835567952
511,0.0956357333060196,-0.066428822903017
601,0.113475271517502,-0.0907962693955077
602,0.125786436400822,-0.0763561995180038
603,-0.0089291639455734,-0.00458154990958482
604,0.0243158674074647,0.00987648975027453
605,0.139156256751667,-0.0711190885067399
606,0.0989349466854795,-0.0112295839133308
607,0.0354083991952841,-0.0145932304371452
608,0.0954713164762875,0.013701966818898
609,0.125856631416467,0.000682147457597843
610,0.0646956808438407,-0.00188572986971031
611,0.0522207097023153,-0.0349316560061514
612,0.0456677372483898,-0.0308679732872
613,0.0983765015803402,-0.0504661545383441
701,0.0779311839802663,-0.0649478640006022
702,0.119766975846497,-0.103619199023284
703,0.102476799118862,-0.0691033836718253
704,0.0289778856324284,-0.00015299353618736
705,0.0308590279738886,-0.0230901628618247
706,0.0324783227370774,0.00187423533468541
707,0.0842856743686428,-0.0625195368567983
708,0.013762274717228,-0.0127017557448779
709,0.167287516906922,-0.104790158944791
710,0.101078785951014,-0.0858151483087869
711,0.160425331361419,-0.122708957981966
712,0.0740334976934654,-0.0271977970090532
713,0.0480767302814557,-0.0212190577572558
801,-0.0187532824980512,0.0742223618800604
802,0.0741580022570256,-0.0270858892021954
803,0.0518095361168966,-0.0348055250696731
804,0.0126117590425942,-0.000737953594089072
805,-0.021581618722124,0.0107038527268742
806,0.057241401391725,0.0107037737802946
807,0.0929068344804925,-0.00325435327846158
808,0.112782004202243,-0.00774744569279874
809,-0.0016961717450166,0.00201002791079288
810,0.105876044486763,-0.00501719666868372
811,0.0737390970452859,0.100668504688495
